sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.14;0.01;9.68;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.08;34.07;-14.04;7.04;0.0;0.82;3.5;-0.01;33.138;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;232505;2014-12-10 11:23:29:551
-0.12;0.03;9.69;-0.14;0.0;9.8;0.01;0.02;0.0;0.0;0.0;0.0;320.0;-4.62;34.07;-14.1;8.69;0.0;0.82;3.5;-0.01;32.77;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;233005;2014-12-10 11:23:30:051
-0.14;0.0;9.7;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.38;35.34;-13.86;6.84;0.0;0.82;3.5;-0.01;33.292;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;233504;2014-12-10 11:23:30:550
-0.16;0.0;9.72;-0.14;0.0;9.8;-0.01;-0.01;0.02;0.0;0.0;0.0;320.0;-4.31;33.12;-14.21;7.25;0.0;0.82;3.5;-0.01;33.093;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;234005;2014-12-10 11:23:31:051
-0.14;0.02;9.68;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-3.72;34.68;-13.62;6.84;0.0;0.82;3.5;-0.01;33.225;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;234505;2014-12-10 11:23:31:551
-0.13;0.01;9.7;-0.14;0.0;9.8;0.01;0.0;0.0;0.0;0.0;0.0;320.0;-4.67;33.59;-13.98;8.69;0.0;0.82;3.5;-0.01;33.075;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;235005;2014-12-10 11:23:32:051
-0.13;0.03;9.69;-0.14;0.0;9.8;0.01;0.02;-0.01;0.0;0.0;0.0;320.0;-4.62;33.96;-14.46;8.69;0.0;0.82;3.5;-0.01;33.171;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;235504;2014-12-10 11:23:32:550
-0.14;0.01;9.69;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.5;35.16;-13.79;6.84;0.0;0.82;3.5;-0.01;33.015;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;236008;2014-12-10 11:23:33:054
-0.09;0.02;9.7;-0.14;0.0;9.8;0.04;0.01;0.01;0.0;0.0;0.0;320.0;-3.48;34.32;-13.74;5.38;0.0;0.82;3.5;-0.01;33.266;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;236504;2014-12-10 11:23:33:550
-0.11;0.03;9.68;-0.14;0.0;9.8;0.0;0.0;0.02;0.0;0.0;0.0;320.0;-4.85;34.2;-15.06;8.72;0.0;0.82;3.5;-0.01;33.366;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;237006;2014-12-10 11:23:34:052
-0.12;0.03;9.7;-0.14;0.0;9.8;0.01;0.01;0.0;0.0;0.0;0.0;320.0;-4.38;34.55;-13.2;6.82;0.0;0.82;3.5;-0.01;33.362;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;237505;2014-12-10 11:23:34:551
-0.13;0.01;9.69;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.73;34.02;-14.1;8.69;0.0;0.82;3.5;-0.01;33.552;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;238005;2014-12-10 11:23:35:051
-0.13;0.01;9.7;-0.14;0.0;9.8;0.01;0.0;0.0;0.0;0.0;0.0;320.0;-3.6;34.98;-13.56;6.84;0.0;0.82;3.5;-0.01;33.18;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;238506;2014-12-10 11:23:35:552
-0.14;0.0;9.7;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.5;33.96;-14.58;7.07;0.0;0.82;3.5;-0.01;33.335;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;239005;2014-12-10 11:23:36:051
-0.11;0.02;9.68;-0.14;0.0;9.8;0.02;0.02;-0.01;0.0;0.0;0.0;320.0;-4.14;35.09;-15.0;6.87;0.0;0.82;3.5;-0.01;33.353;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;239505;2014-12-10 11:23:36:551
-0.14;0.02;9.69;-0.14;0.01;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.25;33.78;-13.32;7.02;0.0;0.82;3.5;-0.01;33.365;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;240005;2014-12-10 11:23:37:051
-0.13;0.0;9.68;-0.14;0.01;9.8;0.0;0.0;0.0;0.0;0.01;0.0;320.0;-4.25;34.5;-13.98;6.84;-0.06;0.82;3.5;-0.01;33.871;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;240505;2014-12-10 11:23:37:551
-0.16;0.0;9.71;-0.14;0.0;9.8;-0.01;0.0;0.0;0.0;0.0;0.0;320.0;-4.08;35.34;-14.7;6.87;0.0;0.82;3.5;-0.01;33.87;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;241004;2014-12-10 11:23:38:050
-0.16;0.01;9.7;-0.14;0.0;9.8;-0.01;0.0;0.0;0.0;0.0;0.0;320.0;-3.9;34.32;-12.84;7.02;0.0;0.82;3.5;-0.01;33.546;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;241505;2014-12-10 11:23:38:551
-0.15;0.0;9.7;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.38;34.68;-14.34;6.84;0.0;0.82;3.5;-0.01;33.648;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;242005;2014-12-10 11:23:39:051
-0.13;0.02;9.68;-0.14;0.0;9.8;0.0;-0.02;0.01;0.0;0.0;0.0;320.0;-4.19;34.25;-13.02;7.02;0.0;0.82;3.5;-0.01;33.233;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;242505;2014-12-10 11:23:39:551
-0.16;0.01;9.7;-0.14;0.0;9.8;0.0;0.0;0.03;0.0;0.0;0.0;320.0;-4.08;36.48;-13.74;6.65;0.0;0.82;3.5;-0.01;33.371;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;243005;2014-12-10 11:23:40:051
-0.14;0.01;9.7;-0.14;0.0;9.8;-0.01;0.01;0.0;0.0;-0.01;0.0;320.0;-4.5;34.55;-13.79;6.84;0.0;0.82;3.5;-0.01;33.387;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;243505;2014-12-10 11:23:40:551
-0.14;0.0;9.72;-0.14;0.0;9.8;-0.01;0.0;0.02;0.0;0.0;0.0;320.0;-3.78;34.38;-14.28;7.04;0.0;0.82;3.5;-0.01;33.166;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;244009;2014-12-10 11:23:41:055
-0.16;0.0;9.67;-0.14;0.0;9.8;0.0;0.01;0.01;0.0;0.0;0.0;320.0;-5.04;35.34;-14.46;8.45;0.0;0.82;3.5;-0.01;33.223;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;244505;2014-12-10 11:23:41:551
-0.15;-0.02;9.69;-0.14;0.0;9.8;-0.01;-0.04;-0.04;0.0;0.0;0.0;320.0;-4.5;34.38;-14.58;7.07;0.0;0.82;3.5;-0.01;33.099;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;245005;2014-12-10 11:23:42:051
-0.14;0.0;9.68;-0.14;0.0;9.8;0.0;-0.01;0.0;0.0;0.0;0.0;320.0;-4.56;34.32;-14.7;8.72;0.0;0.82;3.5;-0.01;33.283;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;245505;2014-12-10 11:23:42:551
-0.15;0.0;9.68;-0.14;0.0;9.8;0.0;0.0;-0.01;0.0;0.0;0.0;320.0;-4.38;35.04;-14.34;6.84;0.0;0.82;3.5;-0.01;33.2;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;246005;2014-12-10 11:23:43:051
-0.14;0.02;9.67;-0.14;0.0;9.8;0.0;0.0;-0.01;0.0;0.0;0.0;320.0;-4.62;34.38;-14.52;8.72;0.0;0.82;3.5;-0.01;33.1;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;246510;2014-12-10 11:23:43:556
-0.14;0.01;9.71;-0.14;0.0;9.8;0.0;0.01;0.01;0.0;0.0;0.0;320.0;-4.44;36.0;-13.98;8.69;0.0;0.82;3.5;-0.01;33.595;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;247005;2014-12-10 11:23:44:051
-0.15;0.0;9.65;-0.14;0.0;9.8;-0.01;0.0;-0.04;0.0;0.0;0.0;320.0;-4.38;34.8;-13.5;6.82;0.0;0.82;3.5;-0.01;33.431;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;247504;2014-12-10 11:23:44:550
-0.15;0.0;9.69;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.92;33.59;-14.64;8.72;0.0;0.82;3.5;-0.01;33.379;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;248005;2014-12-10 11:23:45:051
-0.15;-0.01;9.69;-0.14;0.0;9.8;0.0;-0.01;0.0;0.0;0.0;0.0;320.0;-3.95;34.8;-13.92;6.84;0.0;0.82;3.5;-0.01;32.932;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;248505;2014-12-10 11:23:45:551
-0.12;0.05;9.64;-0.14;0.0;9.8;0.0;0.03;-0.06;0.0;0.0;0.0;320.0;-5.1;34.32;-13.86;8.69;0.0;0.82;3.5;-0.01;33.329;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;249005;2014-12-10 11:23:46:051
-0.15;0.0;9.71;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.25;34.5;-14.1;6.84;0.0;0.82;3.5;-0.01;32.85;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;249504;2014-12-10 11:23:46:550
-0.14;0.0;9.71;-0.14;0.0;9.8;0.0;0.0;0.01;0.0;0.0;0.0;320.0;-4.02;34.73;-13.56;6.84;0.0;0.82;3.5;-0.01;33.479;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;250005;2014-12-10 11:23:47:051
-0.15;0.0;9.7;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-5.4;33.89;-14.82;8.72;0.0;0.82;3.5;-0.01;33.54;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;250505;2014-12-10 11:23:47:551
-0.14;0.0;9.7;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.56;34.8;-14.04;8.45;0.0;0.82;3.5;-0.01;33.247;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;251004;2014-12-10 11:23:48:050
-0.13;0.0;9.69;-0.14;0.0;9.8;0.0;0.0;-0.01;0.0;0.0;0.0;320.0;-4.31;34.5;-14.16;6.84;0.0;0.82;3.5;-0.01;32.951;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;251505;2014-12-10 11:23:48:551
-0.14;0.0;9.68;-0.14;0.0;9.8;0.0;0.0;-0.01;0.0;0.0;0.0;320.0;-4.31;34.14;-15.12;7.07;0.0;0.82;3.5;-0.01;33.257;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;252005;2014-12-10 11:23:49:051
-0.14;0.0;9.7;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.67;34.5;-13.14;8.43;0.0;0.82;3.5;-0.01;33.239;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;252506;2014-12-10 11:23:49:552
-0.14;0.0;9.67;-0.14;0.0;9.8;0.0;0.0;-0.02;0.0;0.0;0.0;320.0;-4.79;34.38;-15.78;8.74;0.0;0.82;3.5;-0.01;33.248;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;253005;2014-12-10 11:23:50:051
-0.14;0.0;9.69;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-5.28;34.5;-14.58;8.47;0.0;0.82;3.5;-0.01;33.176;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;253505;2014-12-10 11:23:50:551
-0.13;0.0;9.68;-0.14;0.0;9.8;0.0;0.02;0.0;0.0;0.0;0.0;320.0;-3.48;34.86;-13.86;5.22;0.0;0.82;3.5;-0.01;33.448;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;254004;2014-12-10 11:23:51:050
-0.13;0.0;9.7;-0.14;0.0;9.8;0.01;0.0;0.0;0.0;0.0;0.0;320.0;-4.44;33.84;-14.58;7.07;0.0;0.82;3.5;1010.06;47.865;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;254505;2014-12-10 11:23:51:551
-0.14;0.03;9.68;-0.14;0.0;9.8;0.0;0.01;-0.01;0.0;0.0;0.0;320.0;-5.82;34.02;-15.12;10.36;0.0;0.82;3.5;1010.07;33.691;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;255005;2014-12-10 11:23:52:051
-0.15;-0.03;9.72;-0.14;0.0;9.8;-0.01;-0.03;0.02;-0.01;0.0;0.0;320.0;-3.84;35.04;-14.34;6.84;0.0;0.82;3.5;-0.01;35.357;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;255505;2014-12-10 11:23:52:551
-0.09;0.04;9.69;-0.14;0.0;9.8;0.05;0.04;0.0;0.0;-0.01;0.0;320.0;-4.79;34.25;-14.21;8.69;0.0;0.82;3.5;-0.01;33.249;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;256005;2014-12-10 11:23:53:051
-0.08;0.05;9.69;-0.14;0.0;9.8;0.04;0.05;0.01;0.0;-0.01;0.0;320.0;-4.38;33.05;-14.34;7.25;0.0;0.82;3.5;-0.01;33.052;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;256514;2014-12-10 11:23:53:560
-0.13;0.01;9.7;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.79;35.09;-15.0;7.02;0.0;0.82;3.5;-0.01;33.075;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;257005;2014-12-10 11:23:54:051
-0.16;0.0;9.67;-0.14;0.0;9.8;-0.01;-0.01;-0.02;0.0;0.0;0.0;320.0;-5.1;34.68;-15.0;8.47;0.0;0.82;3.5;-0.01;33.185;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;257505;2014-12-10 11:23:54:551
-0.14;0.0;9.7;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.31;34.98;-13.74;6.84;0.0;0.82;3.5;-0.01;33.13;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;258004;2014-12-10 11:23:55:050
-0.13;0.0;9.68;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-5.28;34.2;-14.04;8.69;0.0;0.82;3.5;-0.01;34.322;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;258504;2014-12-10 11:23:55:550
-0.16;0.0;9.71;-0.14;0.0;9.8;-0.02;0.0;0.0;0.0;0.0;0.0;320.0;-4.31;34.55;-14.58;6.87;0.0;0.82;3.5;-0.01;34.205;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;259005;2014-12-10 11:23:56:051
-0.15;0.01;9.68;-0.14;0.0;9.8;0.0;0.0;-0.01;0.0;0.0;0.0;320.0;-3.95;34.5;-13.32;6.82;0.0;0.82;3.5;-0.01;33.07;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;259505;2014-12-10 11:23:56:551
-0.15;0.01;9.68;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.98;34.86;-14.7;8.47;0.0;0.82;3.5;-0.01;32.884;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;260005;2014-12-10 11:23:57:051
-0.16;0.0;9.7;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.31;33.66;-13.5;7.02;0.0;0.82;3.5;-0.01;33.557;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;260505;2014-12-10 11:23:57:551
-0.15;0.0;9.69;-0.14;0.0;9.8;0.0;-0.01;-0.01;0.0;0.0;0.0;320.0;-4.92;34.07;-14.1;8.69;0.0;0.82;3.5;-0.01;44.472;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;261004;2014-12-10 11:23:58:050
-0.11;0.03;9.7;-0.14;0.0;9.8;0.02;0.02;0.0;0.0;0.0;0.0;320.0;-4.5;35.09;-13.74;6.84;0.0;0.82;3.5;-0.01;37.977;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;261505;2014-12-10 11:23:58:551
-0.15;0.01;9.69;-0.14;0.0;9.8;0.01;0.0;0.01;0.0;0.0;0.0;320.0;-4.73;33.66;-13.67;8.69;0.0;0.82;3.5;-0.01;33.318;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;262005;2014-12-10 11:23:59:051
-0.14;0.01;9.68;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.85;34.5;-14.64;8.47;0.0;0.82;3.5;-0.01;37.791;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;262505;2014-12-10 11:23:59:551
-0.15;0.0;9.7;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.85;33.48;-13.38;8.93;0.0;0.82;3.5;-0.01;33.386;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;263012;2014-12-10 11:24:00:058
-0.14;0.0;9.7;-0.14;0.0;9.8;0.0;0.0;0.0;-0.01;0.0;0.0;320.0;-3.72;33.66;-13.32;7.02;0.0;0.82;3.5;-0.01;33.623;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;263505;2014-12-10 11:24:00:551
-0.14;0.01;9.7;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.14;34.8;-13.56;6.84;0.0;0.82;3.5;-0.01;34.515;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;264005;2014-12-10 11:24:01:051
-0.16;0.0;9.67;-0.14;0.0;9.8;-0.01;0.0;-0.02;0.0;0.0;0.0;320.0;-4.38;33.48;-13.32;7.23;0.0;0.82;3.5;-0.01;33.54;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;264505;2014-12-10 11:24:01:551
-0.15;0.0;9.68;-0.14;0.0;9.8;0.01;0.0;-0.01;0.0;0.0;0.0;320.0;-4.02;33.71;-14.1;7.04;0.0;0.82;3.5;-0.01;33.36;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;265005;2014-12-10 11:24:02:051
-0.14;-0.01;9.7;-0.14;0.0;9.8;0.0;-0.02;0.0;0.0;0.0;0.0;320.0;-4.62;35.52;-14.58;8.24;0.0;0.82;3.5;-0.01;33.286;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;265505;2014-12-10 11:24:02:551
-0.14;0.0;9.7;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;-0.01;0.0;320.0;-4.56;33.66;-14.04;8.69;0.0;0.82;3.5;-0.01;33.462;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;266005;2014-12-10 11:24:03:051
-0.15;0.0;9.7;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.19;35.88;-13.74;6.65;0.0;0.82;3.5;-0.01;34.521;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;266505;2014-12-10 11:24:03:551
-0.14;0.0;9.67;-0.14;0.0;9.8;0.0;0.0;-0.01;0.0;0.0;0.0;320.0;-3.9;34.91;-13.38;6.82;0.0;0.82;3.5;-0.01;38.463;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;267005;2014-12-10 11:24:04:051
-0.13;0.0;9.7;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.01;0.0;320.0;-4.38;34.62;-14.34;6.84;0.0;0.82;3.5;-0.01;33.079;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;267505;2014-12-10 11:24:04:551
-0.14;0.0;9.69;-0.14;0.0;9.8;0.0;-0.01;0.0;0.0;0.0;0.0;320.0;-4.31;34.91;-14.28;6.84;0.0;0.82;3.5;-0.01;32.946;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;268005;2014-12-10 11:24:05:051
-0.16;0.02;9.7;-0.14;0.0;9.8;-0.01;0.01;0.0;0.0;0.0;0.0;320.0;-3.84;34.55;-13.98;6.84;0.0;0.82;3.5;-0.01;33.29;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;268505;2014-12-10 11:24:05:551
-0.15;0.01;9.67;-0.14;0.0;9.8;0.0;0.0;-0.01;0.0;0.0;0.0;320.0;-4.08;35.82;-13.5;6.63;0.0;0.82;3.5;-0.01;33.362;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;269005;2014-12-10 11:24:06:051
-0.14;0.0;9.7;-0.14;0.0;9.8;0.0;-0.01;0.0;0.0;0.0;0.0;320.0;-3.84;35.82;-14.04;6.65;0.0;0.82;3.5;-0.01;32.975;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;269505;2014-12-10 11:24:06:551
-0.14;0.0;9.7;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.5;34.2;-13.02;7.02;0.0;0.82;3.5;-0.01;33.126;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;270005;2014-12-10 11:24:07:051
-0.16;0.0;9.69;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.25;34.98;-13.62;6.84;0.0;0.82;3.5;-0.01;36.388;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;270509;2014-12-10 11:24:07:555
-0.14;0.0;9.69;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.5;34.38;-14.46;7.04;0.0;0.82;3.5;-0.01;33.246;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;271004;2014-12-10 11:24:08:050
-0.13;0.0;9.72;-0.14;0.0;9.8;-0.02;0.0;-0.01;0.0;0.0;0.0;320.0;-4.19;34.43;-14.1;7.04;0.0;0.82;3.5;-0.01;32.778;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;271505;2014-12-10 11:24:08:551
-0.14;0.01;9.68;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.92;35.28;-14.52;8.47;0.0;0.82;3.5;-0.01;33.08;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;272005;2014-12-10 11:24:09:051
-0.14;0.0;9.68;-0.14;0.0;9.8;0.0;0.0;-0.01;0.0;0.0;0.0;320.0;-4.5;33.48;-14.64;7.28;0.0;0.82;3.5;-0.01;33.366;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;272506;2014-12-10 11:24:09:552
-0.13;0.01;9.67;-0.14;0.0;9.8;0.01;0.01;0.0;0.0;-0.01;0.0;320.0;-4.25;34.07;-13.92;7.04;0.0;0.82;3.5;-0.01;33.367;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;273005;2014-12-10 11:24:10:051
-0.13;0.01;9.7;-0.14;0.0;9.8;0.01;0.01;0.0;0.0;0.0;0.0;320.0;-3.66;35.28;-14.58;6.87;0.0;0.82;3.5;-0.01;35.365;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;273505;2014-12-10 11:24:10:551
-0.11;0.01;9.7;-0.14;0.0;9.8;0.02;0.0;0.0;0.0;0.0;0.0;320.0;-4.38;34.02;-13.92;7.04;0.0;0.82;3.5;-0.01;41.733;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;274005;2014-12-10 11:24:11:051
-0.14;0.01;9.67;-0.14;0.0;9.8;0.0;0.0;-0.02;0.0;0.0;0.0;320.0;-4.62;34.91;-13.74;8.45;0.0;0.82;3.5;-0.01;33.407;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;274506;2014-12-10 11:24:11:552
-0.14;0.02;9.69;-0.14;0.0;9.8;0.0;0.01;0.0;0.0;0.0;0.0;320.0;-4.31;32.75;-13.14;7.23;0.0;0.82;3.5;-0.01;35.506;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;275005;2014-12-10 11:24:12:051
-0.15;0.01;9.7;-0.14;0.0;9.8;0.0;0.0;0.01;0.0;0.0;0.0;320.0;-4.19;33.89;-14.16;7.04;0.0;0.82;3.5;-0.01;33.943;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;275505;2014-12-10 11:24:12:551
-0.15;0.0;9.69;-0.14;0.0;9.8;0.0;-0.01;0.0;0.0;0.0;0.0;320.0;-4.73;35.16;-14.58;8.47;0.0;0.82;3.5;-0.01;33.548;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;276005;2014-12-10 11:24:13:051
-0.14;0.01;9.69;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.01;0.0;320.0;-4.44;33.89;-14.4;7.04;0.0;0.82;3.5;-0.01;34.656;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;276505;2014-12-10 11:24:13:551
-0.14;0.02;9.69;-0.14;0.0;9.8;0.0;0.01;0.0;0.0;-0.01;0.0;320.0;-4.19;33.66;-13.74;7.04;0.0;0.82;3.5;-0.01;38.162;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;277030;2014-12-10 11:24:14:076
-0.12;0.01;9.7;-0.14;0.0;9.8;0.02;0.0;0.01;0.0;0.0;0.0;320.0;-4.79;35.21;-14.58;8.47;0.0;0.82;3.5;-0.01;34.134;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;277505;2014-12-10 11:24:14:551
-0.14;0.01;9.67;-0.14;0.0;9.8;0.02;0.0;0.0;0.0;0.0;0.0;320.0;-4.98;32.88;-13.25;8.93;0.0;0.82;3.5;-0.01;33.52;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;278004;2014-12-10 11:24:15:050
-0.14;0.0;9.71;-0.14;0.0;9.8;0.0;-0.01;0.01;0.0;0.0;0.0;320.0;-3.66;34.25;-13.79;7.04;0.0;0.82;3.5;-0.01;33.757;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;278505;2014-12-10 11:24:15:551
