sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.05;5.54;7.94;-1.04;5.41;8.11;-0.09;0.14;-0.19;0.11;0.11;-0.04;320.0;-24.54;27.66;16.98;60.02;-32.18;5.26;3.5;1010.06;33.821;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;393505;2014-12-10 11:26:10:551
-1.36;5.6;8.01;-1.36;5.52;7.98;-0.03;0.05;0.04;0.0;0.02;-0.01;320.0;-24.6;27.24;15.54;63.24;-34.26;9.59;3.5;1010.06;34.406;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;394005;2014-12-10 11:26:11:051
-1.23;5.43;8.21;-1.3;5.43;8.06;-0.01;0.0;0.11;-0.05;-0.01;0.01;320.0;-24.12;27.35;16.32;61.4;-33.78;9.25;3.5;1010.06;34.333;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;394505;2014-12-10 11:26:11:551
-1.59;5.88;7.81;-1.38;5.5;7.99;-0.26;0.35;-0.23;-0.08;-0.03;-0.01;320.0;-23.76;27.59;15.83;59.54;-33.65;9.74;3.5;1010.06;33.857;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;395005;2014-12-10 11:26:12:051
-1.33;5.54;7.93;-1.31;5.41;8.06;-0.07;0.03;-0.16;-0.08;-0.04;0.04;320.0;-24.48;27.48;15.54;61.32;-33.71;9.6;3.5;1010.06;33.796;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;395504;2014-12-10 11:26:12:550
-0.45;4.98;8.44;-0.52;5.02;8.4;-0.02;0.03;0.02;-0.03;-0.07;0.0;320.0;-24.06;27.84;17.76;58.33;-30.81;3.88;3.5;1010.06;33.561;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;396005;2014-12-10 11:26:13:051
-0.59;5.13;8.39;-0.7;5.16;8.3;0.06;-0.03;0.08;0.08;0.19;0.01;320.0;-23.4;27.84;17.87;57.72;-31.42;4.32;3.5;1010.06;33.68;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;396504;2014-12-10 11:26:13:550
-2.27;5.69;8.24;-2.25;5.69;7.65;-0.05;-0.02;0.57;0.1;0.04;-0.03;320.0;-23.64;27.24;13.25;60.64;-35.36;16.05;3.5;1010.06;33.933;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;397005;2014-12-10 11:26:14:051
-2.43;5.85;7.72;-2.34;5.71;7.61;0.07;-0.01;-0.11;-0.02;0.05;-0.03;320.0;-24.0;27.06;13.56;62.62;-36.14;17.2;3.5;1010.06;34.51;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;397505;2014-12-10 11:26:14:551
-2.36;5.8;7.64;-2.38;5.73;7.58;0.05;-0.02;0.04;0.0;-0.03;0.0;320.0;-23.34;26.51;13.86;60.45;-35.79;17.5;3.5;1010.06;34.152;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;398004;2014-12-10 11:26:15:050
-2.29;5.78;7.57;-2.35;5.73;7.59;-0.05;0.0;0.04;0.0;-0.01;0.0;320.0;-22.92;26.51;13.92;60.46;-35.79;17.27;3.5;1010.06;34.07;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;398505;2014-12-10 11:26:15:551
-2.3;5.75;7.64;-2.34;5.73;7.59;-0.04;0.0;0.0;0.0;0.0;0.0;320.0;-24.06;26.28;13.5;64.13;-35.81;17.13;3.5;1010.06;34.766;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;399005;2014-12-10 11:26:16:051
-2.32;5.78;7.54;-2.36;5.73;7.59;-0.09;0.1;0.15;-0.01;0.02;-0.01;320.0;-23.46;27.48;13.74;60.46;-35.79;17.27;3.5;1010.05;34.212;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;399504;2014-12-10 11:26:16:550
-2.41;5.74;7.75;-2.39;5.73;7.58;0.01;0.0;-0.01;-0.01;0.0;0.0;320.0;-23.22;26.4;13.38;61.48;-35.79;17.5;3.5;1010.06;34.115;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;400005;2014-12-10 11:26:17:051
-2.23;5.65;7.72;-2.33;5.72;7.61;-0.05;-0.06;0.02;-0.04;-0.02;0.0;320.0;-23.51;26.88;13.5;62.36;-35.95;17.32;3.5;1010.06;34.094;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;400505;2014-12-10 11:26:17:551
-2.32;5.68;7.59;-2.3;5.71;7.62;0.03;0.02;0.06;0.0;-0.01;0.0;320.0;-24.06;26.82;13.67;61.96;-35.65;16.8;3.5;1010.06;33.975;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;401005;2014-12-10 11:26:18:051
-0.18;4.79;8.55;-0.76;5.21;8.26;-0.35;0.16;-0.57;0.1;-0.07;-0.03;320.0;-25.08;28.14;17.16;59.97;-32.13;5.26;3.5;1010.06;33.755;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;401505;2014-12-10 11:26:18:551
-0.84;5.34;8.32;-0.74;5.29;8.22;0.01;-0.04;-0.06;0.07;0.06;-0.01;320.0;-24.54;28.08;17.45;60.5;-32.66;5.14;3.5;1010.06;33.597;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;402005;2014-12-10 11:26:19:051
-0.93;5.4;8.09;-0.82;5.36;8.16;0.03;0.0;0.02;0.02;0.03;-0.02;320.0;-23.88;27.3;16.68;61.48;-33.15;5.38;3.5;1010.06;33.702;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;402504;2014-12-10 11:26:19:550
-1.04;5.37;8.12;-0.95;5.4;8.12;0.02;-0.02;0.04;0.0;0.01;0.0;320.0;-24.66;27.35;16.79;62.95;-33.38;6.46;3.5;1010.06;33.201;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;403005;2014-12-10 11:26:20:051
-1.13;5.5;8.15;-1.02;5.46;8.08;-0.01;0.01;0.0;0.01;-0.01;0.0;320.0;-24.24;27.35;17.21;62.35;-33.84;7.19;3.5;1010.06;33.511;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;403505;2014-12-10 11:26:20:551
-0.48;5.38;8.45;-0.53;5.39;8.17;-0.31;0.24;-0.28;0.12;-0.02;-0.09;320.0;-24.66;27.24;18.29;63.64;-33.36;3.71;3.5;1010.06;33.449;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;404004;2014-12-10 11:26:21:050
-0.68;5.46;8.11;-0.62;5.46;8.12;0.0;0.0;0.08;0.0;0.0;0.0;320.0;-23.88;28.01;18.11;61.51;-33.84;4.37;3.5;1010.06;33.132;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;404505;2014-12-10 11:26:21:551
-0.69;5.49;7.88;-0.65;5.45;8.12;-0.01;0.05;-0.23;0.04;-0.02;-0.01;320.0;-23.46;27.42;17.82;61.82;-33.66;4.43;3.5;1010.06;33.142;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;405005;2014-12-10 11:26:22:051
-0.73;5.4;8.11;-0.65;5.41;8.14;-0.04;0.01;0.03;-0.02;0.01;0.0;320.0;-24.06;27.72;17.69;62.83;-33.52;4.57;3.5;1010.06;33.439;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;405505;2014-12-10 11:26:22:551
-0.62;5.21;8.4;-0.65;5.35;8.19;-0.22;0.09;-0.59;0.0;0.0;0.0;320.0;-23.76;27.59;17.69;61.09;-33.44;4.63;3.5;1010.06;33.553;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;406005;2014-12-10 11:26:23:051
-0.8;5.5;8.06;-0.68;5.38;8.16;0.19;-0.12;0.24;-0.01;0.03;0.0;320.0;-24.54;27.06;17.76;63.38;-33.02;4.68;3.5;1010.06;34.266;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;406504;2014-12-10 11:26:23:550
-0.83;5.5;8.25;-0.87;5.53;8.04;0.01;-0.01;0.09;0.04;0.02;-0.06;320.0;-23.7;27.48;17.94;63.93;-34.37;6.18;3.5;1010.06;33.272;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;407005;2014-12-10 11:26:24:051
-0.71;5.5;8.24;-0.83;5.5;8.07;0.16;-0.18;-0.09;0.01;-0.01;0.06;320.0;-24.24;27.24;17.21;62.59;-34.14;5.87;3.5;1010.06;33.883;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;407504;2014-12-10 11:26:24:550
-0.5;5.36;7.98;-0.65;5.44;8.12;0.03;-0.04;-0.02;-0.1;0.04;0.04;320.0;-24.54;27.18;17.1;63.54;-34.06;5.09;3.5;1010.06;33.778;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;408004;2014-12-10 11:26:25:050
-0.71;5.39;7.9;-0.84;5.51;8.06;-0.17;0.15;0.19;0.08;0.11;-0.13;320.0;-24.72;26.93;18.35;64.52;-34.07;4.66;3.5;1010.06;34.192;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;408505;2014-12-10 11:26:25:551
-1.03;5.65;7.95;-1.08;5.76;7.85;0.16;0.07;0.11;0.0;-0.21;0.0;320.0;-24.06;24.96;17.76;69.75;-35.86;8.25;3.5;1010.06;33.517;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;409004;2014-12-10 11:26:26:050
-1.08;5.77;8.18;-1.08;5.69;7.9;-0.07;0.17;0.15;-0.08;0.1;0.0;320.0;-24.24;25.38;17.16;68.0;-35.51;7.78;3.5;1010.06;33.897;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;409505;2014-12-10 11:26:26:551
-1.12;5.68;7.69;-1.1;5.71;7.89;0.09;0.0;0.24;0.0;-0.05;0.0;320.0;-23.46;25.98;17.76;66.33;-35.63;7.94;3.5;1010.05;34.098;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;410005;2014-12-10 11:26:27:051
-1.0;5.61;7.78;-1.06;5.73;7.88;0.11;0.03;-0.06;0.0;-0.17;0.0;320.0;-24.6;25.5;17.94;68.58;-35.64;7.87;3.5;1010.06;33.975;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;410504;2014-12-10 11:26:27:550
-1.03;5.71;7.71;-1.02;5.73;7.88;0.06;0.01;0.15;-0.02;-0.02;0.0;320.0;-24.24;25.74;17.52;67.54;-35.7;7.58;3.5;1010.05;33.762;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;411004;2014-12-10 11:26:28:050
-0.93;5.79;8.01;-1.01;5.75;7.87;-0.05;0.1;0.14;-0.03;0.07;0.0;320.0;-24.48;24.78;17.58;69.66;-35.93;7.31;3.5;1010.05;34.191;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;411504;2014-12-10 11:26:28:550
-1.11;5.75;7.88;-1.09;5.74;7.87;-0.02;0.0;0.02;0.02;0.02;0.0;320.0;-24.24;26.28;17.69;67.77;-35.85;7.89;3.5;1010.05;33.598;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;412005;2014-12-10 11:26:29:051
-1.04;5.77;7.84;-1.06;5.77;7.85;-0.12;0.1;-0.08;-0.06;0.03;0.03;320.0;-24.9;25.85;18.0;69.09;-36.07;7.69;3.5;1010.05;33.694;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;412505;2014-12-10 11:26:29:551
-1.01;5.64;7.61;-0.91;5.67;7.94;-0.03;0.03;0.02;0.02;0.01;0.0;320.0;-24.0;25.68;17.4;65.54;-35.14;6.52;3.5;1010.04;33.774;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;413004;2014-12-10 11:26:30:050
-0.79;5.59;8.15;-0.93;5.61;7.98;-0.24;0.28;0.0;-0.04;0.02;-0.02;320.0;-24.06;25.43;18.53;69.46;-34.93;6.51;3.5;1010.04;33.561;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;413504;2014-12-10 11:26:30:550
-0.8;5.78;8.31;-0.83;5.69;7.94;-0.1;0.09;-0.02;-0.04;0.02;-0.02;320.0;-23.82;25.68;18.53;68.2;-35.48;5.97;3.5;1010.04;33.593;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;414005;2014-12-10 11:26:31:051
-0.79;5.74;7.77;-0.75;5.73;7.91;-0.01;0.03;0.13;-0.02;0.01;0.0;320.0;-24.0;25.5;17.69;67.31;-35.8;5.42;3.5;1010.04;33.527;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;414505;2014-12-10 11:26:31:551
-0.85;5.74;7.9;-0.78;5.66;7.96;-0.07;0.02;0.0;-0.07;0.04;0.07;320.0;-23.76;26.04;17.94;66.72;-35.29;5.6;3.5;1010.04;33.786;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;415005;2014-12-10 11:26:32:051
-0.6;5.36;8.71;-0.84;5.46;8.1;0.07;-0.11;-0.09;-0.08;0.04;0.09;320.0;-24.18;26.22;18.11;65.14;-33.92;6.0;3.5;1010.03;34.437;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;415504;2014-12-10 11:26:32:550
-0.8;5.39;8.07;-0.89;5.47;8.08;0.0;0.05;0.04;-0.07;0.05;0.0;320.0;-24.35;26.28;17.4;64.21;-34.02;6.22;3.5;1010.03;33.047;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;416005;2014-12-10 11:26:33:051
-0.79;5.45;8.1;-0.9;5.47;8.08;0.0;0.0;0.03;0.0;0.0;0.0;320.0;-24.24;26.82;18.35;63.43;-33.93;6.36;3.5;1010.03;33.394;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;416505;2014-12-10 11:26:33:551
-0.64;5.2;7.64;-0.82;5.49;8.07;0.14;-0.09;-0.09;-0.07;0.04;0.05;320.0;-24.78;26.64;17.76;64.68;-34.09;5.8;3.5;1010.03;33.683;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;417005;2014-12-10 11:26:34:051
-0.71;5.44;8.06;-0.85;5.48;8.08;-0.03;0.03;0.02;0.01;0.01;-0.01;320.0;-24.24;26.46;17.52;65.08;-33.87;6.0;3.5;1010.03;33.735;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;417504;2014-12-10 11:26:34:550
-1.02;5.24;8.27;-1.01;5.36;8.14;0.08;-0.1;-0.13;-0.07;0.08;-0.03;320.0;-24.6;26.4;17.64;66.37;-34.05;6.01;3.5;1010.02;33.691;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;418004;2014-12-10 11:26:35:050
-0.96;5.5;8.26;-1.0;5.49;8.05;0.01;0.0;0.11;-0.01;0.01;0.0;320.0;-24.24;26.51;17.34;62.63;-34.09;7.08;3.5;1010.03;33.748;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;418504;2014-12-10 11:26:35:550
-0.83;5.42;8.15;-0.98;5.5;8.05;-0.01;0.02;-0.04;0.02;0.01;0.0;320.0;-24.06;25.38;18.42;67.35;-34.15;6.94;3.5;1010.02;33.827;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;419004;2014-12-10 11:26:36:050
-0.81;5.49;8.16;-0.95;5.5;8.05;-0.02;0.0;0.01;-0.01;0.0;0.0;320.0;-24.3;26.76;17.82;63.72;-34.16;6.73;3.5;1010.03;33.622;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;419505;2014-12-10 11:26:36:551
-0.71;5.46;8.08;-0.93;5.5;8.06;-0.05;0.05;-0.11;0.01;0.02;0.0;320.0;-24.12;26.46;18.06;65.46;-34.13;6.58;3.5;1010.02;33.455;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;420005;2014-12-10 11:26:37:051
-0.76;5.43;8.24;-0.91;5.49;8.07;-0.02;-0.03;-0.11;0.01;0.0;0.0;320.0;-24.6;26.16;17.87;66.44;-34.06;6.43;3.5;1010.03;34.272;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;420505;2014-12-10 11:26:37:551
-0.76;5.44;8.22;-0.9;5.48;8.07;0.02;0.04;-0.04;0.0;0.0;0.0;320.0;-25.38;26.34;18.18;66.38;-34.01;6.36;3.5;1010.02;33.992;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;421005;2014-12-10 11:26:38:051
-0.73;5.4;8.15;-0.89;5.48;8.08;-0.02;0.04;-0.01;0.01;0.0;0.0;320.0;-24.0;26.7;17.87;63.49;-33.99;6.29;3.5;1010.02;33.564;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;421505;2014-12-10 11:26:38:551
-0.73;5.43;8.09;-0.88;5.48;8.08;0.0;0.0;0.01;0.0;0.0;0.0;320.0;-25.01;26.09;17.82;66.33;-33.99;6.22;3.5;1010.02;33.709;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;422004;2014-12-10 11:26:39:050
-0.58;5.39;8.25;-0.76;5.45;8.11;-0.14;0.08;-0.09;0.03;0.03;0.01;320.0;-23.93;26.4;18.42;64.93;-33.78;5.56;3.5;1010.02;33.534;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;422505;2014-12-10 11:26:39:551
-0.39;5.18;8.22;-0.55;5.35;8.19;0.14;-0.12;0.5;-0.1;-0.04;0.05;320.0;-24.3;27.48;17.4;61.58;-33.36;3.78;3.5;1010.02;33.715;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;423005;2014-12-10 11:26:40:051
-0.6;5.34;8.19;-0.9;5.47;8.08;-0.1;0.06;-0.03;0.0;0.05;-0.04;320.0;-23.51;25.8;17.64;65.2;-33.93;6.36;3.5;1010.02;33.776;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;423505;2014-12-10 11:26:40:551
-1.31;5.65;7.69;-1.39;5.71;7.84;-0.01;-0.04;0.01;0.07;-0.24;-0.01;320.0;-24.0;24.9;16.32;67.36;-35.65;10.05;3.5;1010.01;33.574;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;424004;2014-12-10 11:26:41:050
-1.18;5.59;7.99;-1.33;5.62;7.92;0.04;-0.08;-0.15;0.02;-0.01;0.0;320.0;-24.42;25.85;17.58;66.85;-34.98;9.53;3.5;1010.01;33.568;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;424509;2014-12-10 11:26:41:555
-1.24;5.6;7.98;-1.32;5.61;7.92;0.02;0.0;0.0;-0.01;-0.01;0.01;320.0;-24.0;25.32;17.1;67.54;-34.94;9.46;3.5;1010.01;33.599;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;425004;2014-12-10 11:26:42:050
-1.11;5.53;7.93;-1.23;5.61;7.94;0.02;0.03;0.13;-0.01;-0.02;0.01;320.0;-24.12;25.8;17.4;65.56;-34.92;8.81;3.5;1010.01;33.581;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;425505;2014-12-10 11:26:42:551
-1.03;5.54;8.06;-1.21;5.6;7.95;-0.05;0.0;0.0;0.0;0.0;0.0;320.0;-24.42;25.62;17.69;66.58;-34.85;8.65;3.5;1010.02;33.743;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;426005;2014-12-10 11:26:43:051
-1.09;5.58;8.06;-1.19;5.6;7.95;0.04;-0.04;-0.05;0.0;0.01;0.0;320.0;-24.42;25.08;17.76;68.48;-34.86;8.51;3.5;1010.02;33.67;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;426505;2014-12-10 11:26:43:551
-1.07;5.61;8.03;-1.18;5.59;7.96;-0.05;0.0;-0.01;0.01;0.0;0.0;320.0;-24.35;25.68;17.87;66.47;-34.79;8.43;3.5;1010.02;33.7;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;427005;2014-12-10 11:26:44:051
-1.1;5.54;7.93;-1.17;5.59;7.96;-0.02;0.04;-0.04;0.0;0.0;0.0;320.0;-24.35;25.2;17.1;67.2;-34.79;8.36;3.5;1010.03;33.63;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;427504;2014-12-10 11:26:44:550
-1.06;5.57;8.02;-1.16;5.58;7.97;0.0;0.0;0.03;0.0;-0.02;0.0;320.0;-24.72;25.56;17.64;67.56;-34.76;8.35;3.5;1010.02;33.384;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;428005;2014-12-10 11:26:45:051
-1.1;5.58;7.95;-1.16;5.58;7.97;0.01;-0.01;0.09;-0.01;0.0;0.0;320.0;-24.35;25.85;17.16;65.24;-34.72;8.28;3.5;1010.02;34.59;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;428505;2014-12-10 11:26:45:551
-1.07;5.59;7.95;-1.15;5.58;7.97;-0.04;-0.01;0.01;0.0;0.01;0.0;320.0;-23.93;25.01;17.64;68.25;-34.72;8.21;3.5;1010.02;34.571;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;429005;2014-12-10 11:26:46:051
-1.09;5.59;8.03;-1.14;5.58;7.98;0.05;-0.02;0.03;0.0;0.0;0.0;320.0;-24.6;26.09;17.21;66.35;-34.69;8.13;3.5;1010.01;33.996;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;429506;2014-12-10 11:26:46:552
-1.11;5.62;7.95;-1.14;5.56;7.99;0.07;-0.06;0.12;-0.01;0.0;0.0;320.0;-24.42;25.85;17.82;66.32;-34.7;8.06;3.5;1010.01;33.917;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;430004;2014-12-10 11:26:47:050
-1.09;5.58;7.95;-1.14;5.57;7.98;0.07;-0.05;-0.04;0.0;0.0;0.0;320.0;-24.24;25.5;17.87;66.26;-34.64;8.13;3.5;1010.01;33.88;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;430504;2014-12-10 11:26:47:550
-1.02;5.53;7.91;-1.13;5.57;7.99;0.04;-0.03;-0.09;-0.01;0.03;-0.01;320.0;-24.66;26.34;17.27;66.24;-34.62;8.05;3.5;1010.01;33.6;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;431005;2014-12-10 11:26:48:051
-2.75;5.94;7.39;-2.45;5.72;7.57;-0.48;0.34;-0.34;0.1;0.52;-0.05;320.0;-23.64;25.43;14.16;66.09;-35.71;17.93;3.5;1010.0;33.758;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;431505;2014-12-10 11:26:48:551
-3.12;5.67;7.49;-3.22;5.53;7.42;-0.19;0.11;-0.19;0.14;-0.45;-0.03;320.0;-23.58;25.26;12.36;61.51;-33.82;24.39;3.5;1010.01;34.011;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;432005;2014-12-10 11:26:49:051
-1.19;5.43;8.09;-1.5;5.56;7.92;-0.17;0.05;0.0;0.08;-0.19;0.08;320.0;-23.64;24.84;16.14;66.14;-34.35;14.6;3.5;1010.0;33.908;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;432505;2014-12-10 11:26:49:551
-0.69;5.16;8.46;-0.93;5.25;8.22;0.12;-0.02;0.12;0.06;-0.1;0.1;320.0;-24.54;25.14;17.52;66.3;-32.4;6.45;3.5;1010.0;33.926;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;433005;2014-12-10 11:26:50:051
-0.04;5.43;8.35;0.1;5.41;8.17;-0.64;0.42;-0.04;0.03;-0.05;0.03;320.0;-23.76;28.8;18.18;59.26;-33.51;-0.7;3.5;1010.0;33.845;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;433504;2014-12-10 11:26:50:550
0.16;5.34;8.17;0.07;5.46;8.14;0.06;-0.03;-0.03;0.02;0.01;0.0;320.0;-23.88;28.68;18.24;59.49;-33.72;-0.35;3.5;1010.0;34.268;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;434004;2014-12-10 11:26:51:050
0.39;5.13;8.51;0.13;5.25;8.27;0.23;0.0;0.29;-0.17;0.0;0.0;320.0;-24.42;28.98;18.53;60.38;-33.67;-0.91;3.5;1010.0;33.75;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;434504;2014-12-10 11:26:51:550
0.0;5.01;8.54;-0.02;4.94;8.46;-0.01;0.08;-0.13;0.05;0.02;-0.02;320.0;-23.58;29.28;18.29;56.37;-30.28;0.14;3.5;1010.0;34.444;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;435008;2014-12-10 11:26:52:054
0.16;5.09;8.42;0.05;5.14;8.34;0.01;0.01;0.12;0.02;0.07;0.0;320.0;-23.22;28.68;19.08;57.38;-31.65;-0.34;3.5;1010.0;34.26;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;435505;2014-12-10 11:26:52:551
0.01;5.29;8.57;0.0;5.24;8.28;-0.07;0.08;0.21;0.23;0.12;-0.06;320.0;-24.0;28.74;18.48;58.2;-32.33;0.0;3.5;1010.0;33.844;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;436004;2014-12-10 11:26:53:050
-0.13;5.47;7.89;-0.21;5.55;8.08;0.02;-0.05;-0.12;-0.02;0.0;0.0;320.0;-24.12;28.2;18.11;62.44;-34.93;1.78;3.5;1010.01;34.079;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;436504;2014-12-10 11:26:53:550
0.0;5.18;8.32;-0.12;5.32;8.23;0.0;-0.09;0.02;0.03;0.14;0.03;320.0;-23.82;28.98;17.69;58.57;-32.66;1.11;3.5;1010.01;33.957;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;437005;2014-12-10 11:26:54:051
-0.03;5.38;8.34;-0.12;5.33;8.22;0.03;0.04;0.12;0.01;0.03;0.0;320.0;-23.28;28.98;18.24;57.72;-32.96;0.84;3.5;1010.01;34.231;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;437505;2014-12-10 11:26:54:551
-0.13;5.28;8.28;-0.18;5.26;8.27;0.0;0.03;0.0;0.01;0.0;0.0;320.0;-24.0;28.56;18.06;58.37;-32.45;1.25;3.5;1010.01;34.27;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;438005;2014-12-10 11:26:55:051
-0.09;5.13;7.77;-0.32;5.23;8.28;0.11;-0.04;-0.51;0.02;-0.14;-0.02;320.0;-23.88;27.96;17.21;58.82;-32.26;2.21;3.5;1010.0;33.774;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;438504;2014-12-10 11:26:55:550
0.0;5.11;8.36;-0.07;5.17;8.32;-0.03;0.0;0.03;-0.06;-0.15;0.02;320.0;-24.12;28.98;18.29;58.05;-32.11;1.45;3.5;1010.0;33.893;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;439005;2014-12-10 11:26:56:051
